school_code,category,state,lga,school_name,town,location,school_level,year,set_name,ward,prefix,state_clean,lga_clean,ward_clean,match_type
7030107,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL OLOGBECHE,OLOGBECHE,RURAL,PRIMARY ONLY,1975,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030108,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL OLOJO,OLOJO-OCHEKWU,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030118,PRIVATE,BENUE,APA,OYIBO INTERNATIONAL NURSERY AND PRIMARY SCHOOL,IJAHA- IBELE,RURAL,PRIMARY,2012,,,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030119,PRIVATE,BENUE,APA,PRINCE OGBOLE DEMOSTRATION SCHOOL,ODUGBO OCHEKWU,RURAL,PRIMARY,2011,,,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030124,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL AMOKE,R. C.M. AMOKE,RURAL,PRIMARY ONLY,1944,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030125,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL AUKE,AUKE,RURAL,PRIMARY ONLY,1951,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030126,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL EKLA,EKLA-OBA,RURAL,PRIMARY ONLY,1951,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030129,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL IMANA,IMANA  OCHEKWU,RURAL,PRIMARY ONLY,1954,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030130,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OBA,OBA,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030131,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OCHICHI OGILI,OCHOCHI-OGILI,RURAL,PRIMARY ONLY,1952,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030132,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OCHUMEKWU,R .C.M.OCHUMEKWU,RURAL,PRIMARY ONLY,1944,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030136,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OPANDA,OPANDA,RURAL,PRIMARY ONLY,1932,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030137,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OTAKPA,OTAKPA,RURAL,PRIMARY ONLY,1945,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030138,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL UKPOGO,UKPOGO,RURAL,PRIMARY ONLY,1945,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030142,PUBLIC,BENUE,APA,ROMAN CATHOLIC MISSION RCM PRIMARY SCHOOL,OGODO ICHO,RURAL,PRIMARY ONLY,1953,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030150,PRIVATE,BENUE,APA,SUPERNATURA INTERNATIONAL NURSURY AND PRIMARY SCHOOL IGORO,IGORO,RURAL,PRIMARY,2017,,,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030173,PRIVATE,BENUE,APA,ZAICHON SEED ACADEMY,IGA  -OKPAYA,RURAL,PRIMARY,2006,,,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030179,PRIVATE,BENUE,APA,ST PETER NURSERY AND PRIMARY SCHOOL ANKPALI EDIKWU,ANKPALI EDIKWU,RURAL,PRIMARY,2021,,,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7030181,PUBLIC,BENUE,APA,OLITODO OLUMAHA PRIMARY SCHOOL,OLITODO OLUMAHA,RURAL,PRIMARY ONLY,1995,,,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,,unmatched
7140004,PRIVATE,BENUE,OBI,ASSEMBLIES OF GOD NURSERY AND PRIMARY SCHOOL ADUM EAST,ADUM EAST,RURAL,PRIMARY,1985,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140006,PRIVATE,BENUE,OBI,BRIGHT DAY NURPRI SCHOOL EKINGO ITO,EKINGO ITO,RURAL,PRIMARY,2009,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140012,PRIVATE,BENUE,OBI,ELLAH - IGUH MEMORIAL NURSERY AND PRIMARY SCHOOL,VILLAGE,RURAL,PRIMARY,2007,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140019,PRIVATE,BENUE,OBI,GODSWILL NURSERY &amp PRIMARY SCHOOL UDEGI IKWOKWU ITO,UDEGI,RURAL,PRIMARY,2007,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140025,PUBLIC,BENUE,OBI,LGAE PRIMARY SCHOOL IPINU OGORE,IPINU OGORE,RURAL,PRIMARY ONLY,2010,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140026,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OPIRIKWU ADUM WEST ITO,OPIRIKWU ADUM WEST,RURAL,PRIMARY ONLY,1973,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140027,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL ADEGA IRABI ITO,VILLAGE,RURAL,PRIMARY ONLY,1997,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140029,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL AGBOKO ITO,VILLAGE,RURAL,PRIMARY ONLY,1993,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140030,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL AHUIYE ITO,AHUIYE ITO,RURAL,PRIMARY ONLY,1991,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140032,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL ECHORI IKWOKWU,ECHORI ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140033,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL EDII ITO,EDII ITAFOR ITO,RURAL,PRIMARY,2011,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140034,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IGBEGI,IGBEGI ITOGO,RURAL,PRIMARY ONLY,1990,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140035,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OHUEHE OKWUTUNGBE,OHUEHE OKWUTUNGBE ITO,RURAL,PRIMARY ONLY,1993,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140037,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IJEGE ITO,IJEGE ITO,RURAL,PRIMARY ONLY,1997,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140038,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IJEGWU ITO,IJEGWU ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140040,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IKIRIHIE,IKIRIHIE,RURAL,PRIMARY ONLY,1958,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140041,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IPINU OKPAKWU,OKWUTUNGBE ITO,RURAL,PRIMARY ONLY,2000,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140042,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IYAHO ITO,IYAHO ITO,RURAL,PRIMARY ONLY,1952,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140044,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OBIJAGO ITO,OBIJAGO ITO,RURAL,PRIMARY ONLY,1942,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140045,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OCHINEBE ITO,OCHINEBE ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140046,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OGEDE ITO,OGEDE ITO,RURAL,PRIMARY ONLY,1993,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140047,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OGEDE ITOGO,OGEDE ITOGO,RURAL,PRIMARY ONLY,2008,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140048,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OGEGE IRABI,OGEGE IRABI,RURAL,PRIMARY ONLY,1995,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140050,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OHUEHE ITAKPA,OHUEHI ITAKPA,RURAL,PRIMARY ONLY,2008,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140051,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OHUEHE OBINE ITO,OHUEHE OBINE ITO,RURAL,PRIMARY ONLY,2004,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140052,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IGBONO ITO,IGBONO ITO,RURAL,PRIMARY ONLY,1993,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140054,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OJEGBE IRABI ITO,VILLAGE,RURAL,PRIMARY,1990,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140056,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OWO ADUM ITO,OWO ADUM ITO,RURAL,PRIMARY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140057,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OKWUMAYE ITO,OKWUMAYE ITO,RURAL,PRIMARY ONLY,1984,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140058,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OKWUTUNGBE PILOT,OKWUTUNGBE,RURAL,PRIMARY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140059,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OLUYOR,OLUYOR ITO,RURAL,PRIMARY ONLY,2002,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140060,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OMAGA ITO,OMAGA ITO,RURAL,PRIMARY ONLY,1993,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140061,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OTOKWE ITO,OTOKWE ITO,RURAL,PRIMARY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140062,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OJWO ADUM ITO,OJWO ADUM ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140063,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OYEOBI AINU ITO,OYEOBI AINU ITO,RURAL,PRIMARY ONLY,1952,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140064,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OYINYI ITO,OYINYI ITO,RURAL,PRIMARY,1956,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140065,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL TREATMENT VILLAGE,TREATMENT VILLAGE,RURAL,PRIMARY ONLY,1970,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140066,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL UBEKE ITO,UBEKE ITOGO,RURAL,PRIMARY ONLY,1990,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140067,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL UDEGI ITO,UDEGI ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140068,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL UJE ITO,UJE ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140070,PUBLIC,BENUE,OBI,LGEA SCHOOL IKPONYIRE ITO,IKPONYIRE ITO,RURAL,PRIMARY ONLY,1975,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140072,PUBLIC,BENUE,OBI,METH PRIMARY SCHOOL ADUM EAST ITO,ADUM EAST ITO,RURAL,PRIMARY,1932,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140073,PUBLIC,BENUE,OBI,METH PRIMARY SCHOOL AMEKA ITO,AMEKA,RURAL,PRIMARY ONLY,1968,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140074,PUBLIC,BENUE,OBI,METH PRIMARY SCHOOL ITAKPA ITO,ITAKPA,RURAL,PRIMARY ONLY,1950,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140075,PUBLIC,BENUE,OBI,METHODIST PRIMARY SCHOOL OPIRIKWU ITO,OPIRIKU ITO,RURAL,PRIMARY ONLY,1963,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140076,PRIVATE,BENUE,OBI,METHODIST NURPRI SCHOOL OKWUTUNGBE,OKWUTUNGBE ITO,RURAL,PRIMARY,2012,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140078,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL ADIKO ITO,ADIKO ITO,RURAL,PRIMARY ONLY,1942,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140079,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL AKWUNDA ITO,AKWUNDA ITO,RURAL,PRIMARY,1955,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140080,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL EKINGO ITOGO,EKINGO ITOGO,RURAL,PRIMARY,1951,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140081,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL IKWOKWU,IKWOKWU ITO,RURAL,PRIMARY ONLY,1952,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140083,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL OCHIN GINI ITO,OCHINGINI,RURAL,PRIMARY ONLY,1950,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140084,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL ODIAPA ITO,ODIAPA,RURAL,PRIMARY,1974,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140085,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL OKPAGA IRABI ITO,OKPAGA IRABI,RURAL,PRIMARY ONLY,1985,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140086,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL OKPOKWU ITO,OKPOKWO,RURAL,PRIMARY,1943,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140087,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL UDEBOR ITO,UDEBOR ITO,RURAL,PRIMARY ONLY,1976,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140088,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL UGBODOM ITO,UGBODOM,RURAL,PRIMARY,1948,,,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140090,PRIVATE,BENUE,OBI,ST LYDIA NURSERY AND PRIMARY ADUM WEST,ADUM EAST,RURAL,PRIMARY,2012,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140108,PRIVATE,BENUE,OBI,WISDOM NURSERY AND PRIMARY SCHOOL ADUM EAST,ADUM EAST,RURAL,PRIMARY,2003,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140110,PRIVATE,BENUE,OBI,PRECIOUS ACADEMY NURSERY AND PRIMARY SCHOOL ODIAPA,ODIAPA,RURAL,PRIMARY,2014,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140127,PRIVATE,BENUE,OBI,APEX ACADEMY NURPRIM SCH ADUM EAST,ADUM EAST,RURAL,PRIMARY,2014,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140128,PRIVATE,BENUE,OBI,THE LORDS HERITAGE ACADEMY ADUM EAST,ADUM EAST,RURAL,ECCDE ONLY,2020,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140129,PRIVATE,BENUE,OBI,EVELYN NURPRIM SCH ADUM EAST OBI LGA,ADUM EAST,RURAL,PRIMARY,2017,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140134,PRIVATE,BENUE,OBI,ROCK MODEL NURPRIM SCHOOL IPINU ITOGO,IPINU ITOGO,RURAL,PRIMARY,2020,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140135,PRIVATE,BENUE,OBI,DIVINE NUR AND PRIM SCHOOL IYAHO ITOGO,IYAHO ITOGO,RURAL,PRIMARY,2013,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140138,PRIVATE,BENUE,OBI,MASTER BUILDERS MODEL NPS ACADEMY,UGBODOM ITO,RURAL,PRIMARY,2011,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
7140139,PRIVATE,BENUE,OBI,BRITON MODEL SCH,ADUM EAST,RURAL,PRIMARY,2017,,,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,,unmatched
9060004,PRIVATE,Cross River,BIASSE,APOSTOLIC LILIES ACADEMY AKPARAVUNI,AKPARAVUNI,RURAL,PRIMARY,2016,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060008,PRIVATE,Cross River,BIASSE,BEULAH INTERNATIONAL NURSERY PRIMARY SCHOOL,ORIDA,RURAL,PRIMARY,2017,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060011,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL EDU EREI SOUTH,EDU-EREI SOUTH,RURAL,PRIMARY,1993,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060012,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL INARASU-UMON SOUTH,INURASU,RURAL,PRIMARY,2005,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060013,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL ABARIBARA,ABARIBARA,RURAL,PRIMARY,2005,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060014,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL ABIJANG,ABRIJANG ABAYONG,RURAL,PRIMARY,2005,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060015,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL ABREDANG,ABREDANG,RURAL,PRIMARY,2003,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060017,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL BAGANI,BAGANI,RURAL,PRIMARY,2003,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060018,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL EGBO-EREI,EGBO EREI,RURAL,PRIMARY,2003,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060019,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL EHOM CENTRAL,EHOM,URBAN,PRIMARY,1979,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060020,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL IBOGO,IBOGO,RURAL,PRIMARY,1979,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060021,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL IKOT ANAKANIYOM,IKOT ANAKANIYOM UMON,RURAL,PRIMARY,2001,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060022,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL IKOT OBO ISAMOUMON NORTH,IKOT OBO ISAMO,RURAL,PRIMARY,2008,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060023,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL IKUN BEACH,IKUN,RURAL,PRIMARY,2000,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060024,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL ITU-AGWAGUNE,ITU-AGWAGUNE,RURAL,PRIMARY,1983,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060025,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL OBUMETANA,OBUM/ETANA,RURAL,PRIMARY,1994,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060026,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL UFUT,UFUT,RURAL,PRIMARY,1993,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060027,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL UKWOPEYERE,UKWOP EYERE,RURAL,PRIMARY,1982,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060028,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL UMAI,UMAI,RURAL,PRIMARY,1981,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060029,PUBLIC,Cross River,BIASSE,COMMUNITY PRIMARY SCHOOL UMOLOR-EREI,UMOLOR-EREI,RURAL,PRIMARY,2003,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060041,PUBLIC,Cross River,BIASSE,ESTATE PRIMARY SCHOOL BIAKPAN,BIAKPAN,URBAN,PRIMARY,2002,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060042,PUBLIC,Cross River,BIASSE,ESTATE PRIMARY SCHOOL IKOT OKPORA,IKOT OKPORA,RURAL,PRIMARY,1976,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060043,PRIVATE,Cross River,BIASSE,EVANGEL INTERNATIONAL NURSERYPRIMARY SCHOOL AKPARAVANI,AKPARAVANI,RURAL,PRIMARY,2001,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060044,PRIVATE,Cross River,BIASSE,EVANGEL NURSERY SCHOOL EHOM,EHOM,URBAN,PRIMARY,1998,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060045,PUBLIC,Cross River,BIASSE,GOVT PRIMARY SCHOOL EKPRI-IKO,EKPRI IKO,RURAL,PRIMARY,1972,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060051,PUBLIC,Cross River,BIASSE,GOVTMIGRANT PRIMARY SCHOOL BERUKPA UMON SOUTH,BERUKPA,RURAL,PRIMARY,2007,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060052,PRIVATE,Cross River,BIASSE,HOLY MOTHER ELIZABETH OBU INTERNATIONAL NURSERY PRISCHOOL BIAKPAN,BIAKPAN,RURAL,PRIMARY,1993,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
